"";"1";"2";"3";"4";"class"
"1";3,74660678050498e-47;0,999980462057344;1,95378851736147e-05;5,74825738095732e-11;2
"2";3,45385368544198e-93;1;1,37636355179893e-32;9,15000192767306e-29;2
"3";3,82923808444021e-17;2,43593503395261e-07;0,92527005071584;0,0747297056906563;3
"4";0,000176354667597030;5,21426377945259e-17;2,36912328522761e-10;0,99982364509549;4
"5";0,99930462293237;2,97364261107568e-31;6,05507247929464e-34;0,000695377067629298;1
"6";2,09646221616394e-90;1;1,40889909086132e-31;1,05944003015420e-27;2
"7";6,59745922631182e-23;1,46828554784184e-07;0,999867408006501;0,000132445164943893;3
"8";1,02218445427447e-79;1;2,97255993810415e-24;1,46545134143972e-23;2
"9";1,05902248177888e-84;1;3,98491954032048e-28;9,78791623731793e-25;2
"10";0,999518330833486;6,30583813362874e-29;1,52790924195142e-26;0,00048166916651435;1
"11";2,20189188122253e-22;3,05083278854604e-07;0,999784440406935;0,000215254509786613;3
"12";3,25517171479536e-06;2,56256361264043e-15;1,64139582749688e-09;0,999996743186887;4
"13";1,65072200071336e-19;3,50533529095069e-08;0,997095517117376;0,00290444782927117;3
"14";4,87457797722865e-47;0,999999390826094;6,09109716316336e-07;6,41892743215388e-11;2
"15";5,06593879391171e-48;0,999993839745958;6,16021965238666e-06;3,43897205535188e-11;2
"16";0,995697110662139;4,17543119454979e-27;1,15993038270593e-26;0,00430288933786104;1
"17";8,87346869993118e-26;3,23897822538705e-06;0,999968408871818;2,83521499565845e-05;3
"18";1,98438101173605e-48;0,999998419579797;1,5804055631236e-06;1,46401529296350e-11;2
"19";2,52859349335055e-26;7,66990179834919e-06;0,99996298030464;2,93497935609571e-05;3
"20";4,65126535537751e-97;1;3,66495315713443e-36;1,68616021069495e-29;2
"21";2,74468660969335e-53;0,999999993354018;6,64581745365098e-09;1,64079152907317e-13;2
"22";0,999922825181307;3,45228968181122e-31;1,22625160250370e-30;7,71748186933369e-05;1
"23";3,32819458066592e-52;0,99999999999838;3,64201154742050e-13;1,25621880886011e-12;2
"24";3,41755416458769e-06;1,07633364026071e-15;1,90263994200558e-07;0,99999639218184;4
"25";0,999595909649518;3,31702649910936e-29;5,55604538788725e-27;0,000404090350481882;1
"26";0,997201690960733;9,99517637938057e-29;2,70788498875252e-28;0,00279830903926714;1
"27";0,999760577406814;9,01048384417855e-30;8,34602017949773e-29;0,000239422593185860;1
"28";6,3413687321899e-80;1;5,98501204739594e-25;1,29356633667389e-23;2
"29";0,999880018522646;1,40765884142859e-30;2,33196958433485e-29;0,000119981477354213;1
"30";2,17906841217735e-84;1;2,65460078770594e-26;2,75034997948142e-25;2
"31";6,24782193171557e-25;2,62786852967397e-06;0,999945908269173;5,14638622977222e-05;3
"32";5,64672879884566e-07;3,21763744883268e-14;2,45264104323501e-07;0,999999190062984;4
"33";2,03081362579691e-19;2,31424202762355e-08;0,997782388816642;0,00221758804093737;3
"34";0,000272219494475130;2,69261899832067e-17;8,92725518129312e-09;0,99972777157827;4
"35";0,996748622990565;2,2315568698078e-27;5,82336621546937e-27;0,00325137700943484;1
"36";8,18575812816644e-08;1,67919288147979e-14;4,24101480135023e-07;0,999999494040922;4
"37";0,999610943430039;6,11236085864118e-31;6,95938054035474e-32;0,000389056569961286;1
"38";2,60291924683324e-19;3,88737219687434e-07;0,992259607491602;0,00774000377117867;3
"39";9,90130048728575e-96;1;4,8318822226902e-34;1,36530841101145e-29;2
"40";8,4536938890682e-06;3,96293558935688e-16;5,9685864404252e-08;0,999991486620246;4
"41";4,6078521587902e-96;1;8,78131229188596e-35;7,91879918019357e-30;2
"42";6,50315062247093e-90;1;6,65755522252856e-30;1,88712701534352e-27;2
"43";0,999402991011483;5,8632128995846e-30;2,00609346317e-32;0,000597008988516945;1
"44";0,999488640382153;7,21125059239821e-29;1,87904423462518e-26;0,000511359617847433;1
"45";9,1211428391136e-26;4,63000558888028e-06;0,99994689878383;4,84712105808235e-05;3
"46";3,17293713742259e-89;1;1,42167960613004e-29;5,1081258658749e-27;2
"47";1,28495101535027e-21;7,0149320902644e-08;0,999619557536644;0,000380372314035545;3
"48";0,998861444516828;6,54784314642485e-28;1,47417057488017e-25;0,00113855548317186;1
"49";0,999895703045936;3,43268081472126e-31;1,09222544748383e-30;0,000104296954064063;1
"50";8,21007617722786e-83;1;2,23592347397706e-25;9,6796451738466e-25;2
